order_id;year;timestamp;month;channel;customer_type;customer_or_account_label;account_segment;raw_incoming_message;interpretability;mood_tags;bodily_need_tags;dietary_constraints;requested_quantity;requested_products;season_context;inventory_reference;inventory_pressure;fulfillment_status;substitution_required;pickup_delivery;route_zone;payment_terms;repeat_customer;receipt_base;thomas_internal_note;
MH-2025-01-0063;2025;2025-01-04 06:26;January;webshop note;B2B account;Catering Kollektiv Ost;specialty coffee;"Standing order confirmation for 9.4 kg. We need delivery before 11:00; chef asks for lighter prep notes for the team.";clear;dark season, sleep disruption;easy evening food;gluten-free;9.4 kg;oyster mushroom, dried chanterelle;Winter;Polish shipment + local cultivated stock: winter support blend, dried chanterelle, wood ear;medium;fulfilled;no;kitchen drop-off;Köpenick;bank transfer after delivery;yes;Winter dried mushroom-miso broth;preserve seasonal sentence for receipt;
MH-2025-01-0064;2025;2025-01-29 20:01;January;phone note;B2B account;Catering Kollektiv Ost;cafe/brunch;"Standing order confirmation for 29.9 kg. We need delivery before 08:30; chef asks for lighter prep notes for the team.";clear;need warmth, quiet;low-stimulation;no onions;29.9 kg;dried chanterelle, dried porcini, wood ear;Winter;functional blend stock: dried porcini, wood ear, oyster mushroom;medium;fulfilled;no;early delivery;Wedding;bank transfer after delivery;yes;Winter dried mushroom-miso broth;repeat client expects continuity;
MH-2025-01-0065;2025;2025-01-05 20:32;January;standing account email;B2B account;Restaurant Pure;cafe/brunch;Please reduce by 15% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 12.5 kg.;mostly clear;need warmth, low energy;grounding;vegetarian;12.5 kg;dried chanterelle;Winter;standing B2B allocation: wood ear, winter support blend, dried chanterelle;low;fulfilled;no;kitchen drop-off;Friedrichshain;bank transfer after delivery;yes;Winter dried mushroom-miso broth;repeat client expects continuity;
MH-2025-01-0066;2025;2025-01-04 08:28;January;WhatsApp;B2B account;Cafe Sonnenweg;specialty coffee;Menu planning: can you hold 6.6 kg around oyster mushroom profile for next week? Please include substitution options if Polish shipment is late.;clear;sleep disruption, dark season;easy evening food;none stated;6.6 kg;dried chanterelle, winter support blend, wood ear;Winter;mature supplier network: wood ear, oyster mushroom, dried chanterelle;medium;rescheduled;no;delivery;Friedrichshain;standing account invoice;new in trial;Winter dried mushroom-miso broth;preserve seasonal sentence for receipt;
MH-2025-01-0067;2025;2025-01-18 18:39;January;shared calendar note;B2B account;Cafe Sonnenweg;hotel kitchen;Cafe Sonnenweg: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 18.1 kg.;mostly clear;low energy, dark season;focus support;no onions;18.1 kg;wood ear;Winter;Polish shipment + local cultivated stock: wood ear, dried chanterelle, oyster mushroom;medium;fulfilled;no;delivery;delivery route east;bank transfer after delivery;yes;Winter dried mushroom-miso broth;preserve seasonal sentence for receipt;
MH-2025-01-0068;2025;2025-01-16 16:37;January;webshop note;Private customer;Stefan W.;event dinner;Hey, same direction as last time if possible, but less strong. Quantity: 5 portions.;clear;sleep disruption, need warmth;focus support;no onions;5 portions;dried chanterelle, oyster mushroom;Winter;Polish shipment + local cultivated stock: dried chanterelle, oyster mushroom, dried porcini;medium;fulfilled;no;pickup;Friedrichshain;cash on pickup;unknown;Winter dried mushroom-miso broth;keep knowledge note concise;
MH-2025-01-0069;2025;2025-01-19 21:37;January;WhatsApp;Private customer;unknown sender;gift order;Hi Thomas, can I get medium box for tomorrow evening? I feel need warmth and need something that does not sit too heavy. lactose-free;mostly clear;need warmth, dark season;restorative;lactose-free;medium box;oyster mushroom, winter support blend, dried chanterelle;Winter;mature supplier network: wood ear, dried porcini, winter support blend;high;substituted;yes;market handoff;delivery route east;transfer within 3 days;yes;Winter dried mushroom-miso broth;"watch delivery timing and storage capacity; mark inventory pressure for next week";
MH-2025-01-0070;2025;2025-01-25 13:17;January;webshop note;Private customer;Lukas N.;returning customer;Hey, same direction as last time if possible, but less strong. Quantity: small box.;needs follow-up;quiet, sleep disruption;restorative;mostly plant-based;small box;dried chanterelle, winter support blend;Winter;Polish shipment + local cultivated stock: oyster mushroom, dried porcini, wood ear;medium;fulfilled;no;delivery;Kreuzberg;transfer within 3 days;no;Winter dried mushroom-miso broth;repeat client expects continuity;
MH-2025-01-0071;2025;2025-01-26 20:23;January;webshop note;Private customer;Ania B.;gift order;Hey, same direction as last time if possible, but more simple. Quantity: 4 portions.;clear;need warmth, quiet;grounding;no onions;4 portions;winter support blend, dried porcini;Winter;standing B2B allocation: oyster mushroom, dried chanterelle, winter support blend;low;fulfilled;no;market handoff;Friedrichshain;paid via webshop;no;Winter dried mushroom-miso broth;watch delivery timing and storage capacity;
MH-2025-01-0072;2025;2025-01-02 16:47;January;email;B2B account;Prenzlauer Berg Specialty Cafe;hotel kitchen;Prenzlauer Berg Specialty Cafe: Please keep our usual rhythm this week, 19.2 kg. Same seasonal direction unless forest availability changed.;clear;sleep disruption, low energy;low-stimulation;nut allergy;19.2 kg;wood ear;Winter;Polish shipment + local cultivated stock: wood ear, dried chanterelle, dried porcini;medium;fulfilled;no;early delivery;Charlottenburg;monthly invoice;yes;Winter dried mushroom-miso broth;profile already in account sheet;
MH-2025-01-0073;2025;2025-01-14 15:25;January;standing account email;Private customer;Sarah P.;event dinner;Hello, do you have dried porcini available? I am cooking for medium box. Please no complicated prep.;mostly clear;low energy, need warmth;low-stimulation;mostly plant-based;medium box;oyster mushroom, wood ear;Winter;standing B2B allocation: dried porcini, oyster mushroom, dried chanterelle;medium;fulfilled;no;pickup;Neukölln;bank transfer;unknown;Winter dried mushroom-miso broth;keep knowledge note concise;
MH-2025-01-0074;2025;2025-01-03 21:03;January;email;B2B account;Mitte Wellness Hotel;restaurant;Mitte Wellness Hotel: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 27.6 kg.;mostly clear;sleep disruption, dark season;grounding;no onions;27.6 kg;wood ear, dried porcini;Winter;mature supplier network: wood ear, oyster mushroom, dried chanterelle;medium;fulfilled;no;early delivery;Neukölln;standing account invoice;yes;Winter dried mushroom-miso broth;profile already in account sheet;
MH-2025-01-0075;2025;2025-01-26 20:10;January;phone note;B2B account;Cafe Sonnenweg;hotel kitchen;Cafe Sonnenweg: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 31.7 kg.;clear;dark season, low energy;warmth without heaviness;mostly plant-based;31.7 kg;winter support blend, wood ear, dried chanterelle;Winter;Polish shipment + local cultivated stock: wood ear, dried porcini, oyster mushroom;high;fulfilled;no;standing route drop;Schöneberg;bank transfer after delivery;new in trial;Winter dried mushroom-miso broth;repeat client expects continuity;
MH-2025-01-0076;2025;2025-01-16 11:33;January;standing account email;B2B account;Cafe Sonnenweg;specialty coffee;"Standing order confirmation for 19.0 kg. We need delivery before 09:00; chef asks for lighter prep notes for the team.";clear;dark season, need warmth;focus support;no onions;19.0 kg;winter support blend, wood ear, dried porcini;Winter;standing B2B allocation: wood ear, dried chanterelle, dried porcini;high;fulfilled;no;early delivery;Kreuzberg;bank transfer after delivery;yes;Winter dried mushroom-miso broth;preserve seasonal sentence for receipt;
MH-2025-01-0077;2025;2025-01-20 12:58;January;standing account email;B2B account;Prenzlauer Berg Specialty Cafe;restaurant;Prenzlauer Berg Specialty Cafe: Please keep our usual rhythm this week, 27.4 kg. Same seasonal direction unless forest availability changed.;clear;sleep disruption, need warmth;warmth without heaviness;vegan;27.4 kg;dried porcini, dried chanterelle;Winter;dried stock buffer + fresh rotation: dried porcini, oyster mushroom, dried chanterelle;medium;fulfilled;no;standing route drop;Prenzlauer Berg;invoice end of month;yes;Winter dried mushroom-miso broth;repeat client expects continuity;
MH-2025-01-0078;2025;2025-01-17 17:19;January;standing account email;B2B account;Cafe Sonnenweg;hotel kitchen;Menu planning: can you hold 30.0 kg around dried chanterelle profile for next week? Please include substitution options if Polish shipment is late.;mostly clear;low energy, dark season;restorative;vegetarian;30.0 kg;dried chanterelle;Winter;Polish shipment + local cultivated stock: wood ear, winter support blend, dried chanterelle;medium;fulfilled;no;kitchen drop-off;Charlottenburg;bank transfer after delivery;yes;Winter dried mushroom-miso broth;watch delivery timing and storage capacity;
MH-2025-01-0079;2025;2025-01-04 12:19;January;phone note;Private customer;unknown sender;event dinner;Short SMS: need a small box box, feeling quiet, vegan. Can pick up in Neukölln.;clear;low energy, quiet;grounding;vegan;small box;dried chanterelle, oyster mushroom;Winter;standing B2B allocation: dried chanterelle, dried porcini, wood ear;high;substituted;yes;evening pickup;Friedrichshain;paid via webshop;no;Winter dried mushroom-miso broth;"repeat client expects continuity; mark inventory pressure for next week";
MH-2025-01-0080;2025;2025-01-28 20:42;January;WhatsApp;Private customer;Jonas K.;event dinner;Short SMS: need a small box box, feeling sleep disruption, vegan. Can pick up in Friedrichshain.;needs follow-up;need warmth, low energy;cooling;vegan;small box;winter support blend;Winter;dried stock buffer + fresh rotation: wood ear, oyster mushroom, dried porcini;high;fulfilled;no;pickup;Charlottenburg;bank transfer;yes;Winter dried mushroom-miso broth;keep knowledge note concise;
MH-2025-01-0081;2025;2025-01-21 10:25;January;webshop note;B2B account;Bistro Neukölln;specialty coffee;Menu planning: can you hold 3.2 kg around winter support blend profile for next week? Please include substitution options if Polish shipment is late.;mostly clear;dark season, quiet;low-stimulation;vegetarian;3.2 kg;winter support blend;Winter;standing B2B allocation: wood ear, winter support blend, dried chanterelle;low;fulfilled;no;standing route drop;Wedding;standing account invoice;new in trial;Winter dried mushroom-miso broth;watch delivery timing and storage capacity;
MH-2025-01-0082;2025;2025-01-17 12:52;January;phone note;B2B account;Bistro Neukölln;specialty coffee;Menu planning: can you hold 4.1 kg around dried porcini profile for next week? Please include substitution options if Polish shipment is late.;clear;dark season, need warmth;grounding;gluten-free;4.1 kg;winter support blend;Winter;mature supplier network: winter support blend, dried porcini, wood ear;medium;fulfilled;no;delivery;Friedrichshain;bank transfer after delivery;yes;Winter dried mushroom-miso broth;watch delivery timing and storage capacity;
MH-2025-01-0083;2025;2025-01-20 09:28;January;phone note;Private customer;Clara M.;gift order;Short SMS: need a same as last time box, feeling low energy, vegetarian. Can pick up in Kreuzberg.;clear;sleep disruption, need warmth;restorative;vegetarian;same as last time;dried porcini, dried chanterelle, oyster mushroom;Winter;dried stock buffer + fresh rotation: dried porcini, wood ear, dried chanterelle;medium;fulfilled;no;route drop;Wedding;transfer within 3 days;unknown;Winter dried mushroom-miso broth;watch delivery timing and storage capacity;
MH-2025-01-0084;2025;2025-01-07 20:46;January;email;B2B account;Restaurant Pure;restaurant;Menu planning: can you hold 4.0 kg around dried chanterelle profile for next week? Please include substitution options if Polish shipment is late.;clear;need warmth, low energy;low-stimulation;none stated;4.0 kg;oyster mushroom;Winter;functional blend stock: winter support blend, dried chanterelle, oyster mushroom;medium;substituted;yes;kitchen drop-off;Mitte;bank transfer after delivery;yes;Winter dried mushroom-miso broth;"preserve seasonal sentence for receipt; mark inventory pressure for next week";
MH-2025-01-0085;2025;2025-01-21 15:07;January;webshop note;B2B account;Workspace Coffee Mitte;catering/yoga retreat;Workspace Coffee Mitte: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 7.3 kg.;mostly clear;sleep disruption, quiet;cooling;lactose-free;7.3 kg;wood ear, oyster mushroom, winter support blend;Winter;mature supplier network: wood ear, dried porcini, winter support blend;high;fulfilled;yes;standing route drop;delivery route east;invoice end of month;yes;Winter dried mushroom-miso broth;preserve seasonal sentence for receipt;
