record_id,date,time,weather,season,clean_message,source_file
448,2015-04-17,18:21,"Clear, cold",Spring,Private customer from Sunday schedule asks if they can move this week's box to Saturday evening due to plans. You agree and adjust the date.,mushroom_Orders_v1.rtf
449,2015-04-18,08:10,Overcast,Spring,"Cafe Sonnenweg: ""All good with 3 kg, keep steady."" They also ask if prices will remain the same through summer. You reply that you don't plan changes before autumn.",mushroom_Orders_v1.rtf
450,2015-04-18,11:47,Weak sun,Spring,Prenzlauer Berg cafe receives 2 kg and messages that delivery timing is now perfect. They confirm they want the same amount next Saturday. You note consistent 2 kg.,mushroom_Orders_v1.rtf
451,2015-04-18,19:10,"Clear, cold",Spring,"Webshop 2-portion order, ""quiet weekend, need gentle evening support, vegan."" Pickup Sunday evening. You reserve portions.",mushroom_Orders_v1.rtf
452,2015-04-19,09:23,Light fog,Spring,"Yoga teacher writes that next month's event list changed and sends updated dates. They still want similar quantities, around 2.5–3 kg per event. You update your calendar.",mushroom_Orders_v1.rtf
453,2015-04-19,13:00,Cloudy,Spring,"Webshop mini box: 1 portion, ""I forgot to order earlier, any chance for today?"" Vegan. You check stock and confirm yes, if they pick up before 18:00.",mushroom_Orders_v1.rtf
454,2015-04-19,18:52,Overcast,Spring,Private regular on Sunday schedule acknowledges the new Saturday pick-up worked fine and suggests alternating between Saturday and Sunday depending on your forest days. You agree and keep communication flexible.,mushroom_Orders_v1.rtf
455,2015-04-20,08:09,Grey clouds,Spring,Monday routine customer notes that current size sometimes feels slightly too big. They ask if you can reduce by about one third next week. You agree to downsize gradually.,mushroom_Orders_v1.rtf
456,2015-04-20,11:33,Light drizzle,Spring,"Webshop: 3-portion box, mood ""numb, but want to maintain rhythm."" Vegetarian, pickup tonight. You confirm, leaving details unchanged from previous orders.",mushroom_Orders_v1.rtf
457,2015-04-20,17:36,Weak sun,Spring,"Hotel in Mitte confirms they'll add 0.5 kg this week, total 2.5 kg. They ask you to write the total weight on the crate. You agree.",mushroom_Orders_v1.rtf
458,2015-04-21,07:56,Foggy,Spring,Bi-weekly Tuesday client says last box size was perfect and no changes needed. They confirm tonight's pickup at 19:30. You prepare the same portion.,mushroom_Orders_v1.rtf
459,2015-04-21,11:27,Grey sky,Spring,"Webshop 4-portion family order: ""visitors in town, mixed diets, keep inclusive."" They mention one person is gluten-free. You confirm Wednesday pickup and plan a balanced mix.",mushroom_Orders_v1.rtf
460,2015-04-21,19:31,"Clear, cold",Spring,"Bistro texts: ""This Friday 3 kg is good, but next Friday we might need 2.5 kg only."" You mark the change and reply ""ok, will adjust.""",mushroom_Orders_v1.rtf
461,2015-04-22,08:02,Overcast,Spring,"Reduced-frequency Wednesday customer confirms they are on for this week's box, same vegetarian preferences. You note ""active this week"" and prepare.",mushroom_Orders_v1.rtf
462,2015-04-22,12:40,Weak sun,Spring,"Webshop 2-portion order, mood ""stressed but stable, need easy options."" Vegan, pickup tonight 20:00. You confirm and log.",mushroom_Orders_v1.rtf
463,2015-04-22,18:47,Light rain,Spring,"Prenzlauer Berg cafe wants to know if you could occasionally add a very small separate bag for their staff tasting, no charge needed. You say you'll do it when stock permits.",mushroom_Orders_v1.rtf
464,2015-04-23,07:58,Grey clouds,Spring,"Webshop tiny 1-portion order, ""minimal energy, just a bit of support."" Vegan, pickup Friday. You accept and mark for next-day prep.",mushroom_Orders_v1.rtf
465,2015-04-23,11:21,Overcast,Spring,Hotel in Mitte notes that 2.5 kg worked well and they may keep that level for upcoming weeks. They ask you to check in with them next Monday. You agree.,mushroom_Orders_v1.rtf
466,2015-04-23,16:50,Weak sun,Spring,"Neukölln cafe confirms 3.5 kg again and asks if mid-May you foresee any major seasonal shift they should plan around. You answer briefly that late spring usually changes variety, not total availability.",mushroom_Orders_v1.rtf
467,2015-04-24,07:06,Foggy,Spring,"Webshop: 3-portion box, ""weekend ahead, mood mixed, want stable support."" Vegetarian, pickup tonight. You confirm, no special constraints beyond usual.",mushroom_Orders_v1.rtf
468,2015-04-24,10:54,Grey sky,Spring,"Bistro receives 3 kg and lets you know they are testing a slightly different dish but same core ingredients. They say quantity felt right. You log ""no change requested"".",mushroom_Orders_v1.rtf
469,2015-04-24,18:16,"Clear, cold",Spring,Private Sunday-schedule customer asks if they can skip this weekend entirely due to travel. You agree and free the allocation for other clients.,mushroom_Orders_v1.rtf
470,2015-04-25,08:11,Overcast,Spring,"Cafe Sonnenweg confirms again: 3 kg is stable and they want to keep it at least through June. You note ""3 kg fixed"" for upcoming weeks.",mushroom_Orders_v1.rtf
471,2015-04-25,11:45,Weak sun,Spring,"Prenzlauer Berg cafe gets 2 kg and asks if next week they can test 2.5 kg for a special brunch. You respond yes, with the note that it's a one-time increase unless they confirm continuation.",mushroom_Orders_v1.rtf
472,2015-04-25,19:15,"Clear, cold",Spring,"Webshop 2-portion order, ""quiet weekend, need grounding, vegan."" Pickup Sunday evening as usual. You reserve and reply with time window.",mushroom_Orders_v1.rtf
473,2015-04-26,09:25,Light fog,Spring,"Yoga teacher sends quick message: ""Next event headcount: 14."" They ask if 3 kg will be enough. You confirm 3 kg should be fine and mark it in your notes.",mushroom_Orders_v1.rtf
474,2015-04-26,13:03,Cloudy,Spring,"Webshop tiny 1-portion box, ""for tonight only, low appetite."" Vegan, pickup 18:30. You confirm and keep portion modest.",mushroom_Orders_v1.rtf
475,2015-04-26,18:55,Overcast,Spring,Private regular says the alternating Saturday/Sunday pattern is working and asks to pre-book dates for May. You agree and set a repeating series.,mushroom_Orders_v1.rtf
476,2015-04-27,08:12,Grey clouds,Spring,Monday routine customer tries the reduced size and later writes that it feels better. They ask you to keep this new portion as the standard. You update their profile.,mushroom_Orders_v1.rtf
477,2015-04-27,11:34,Light drizzle,Spring,"Webshop: 3-portion box, mood ""tired but relatively calm."" Vegetarian, pickup tonight. You confirm quickly, no extra questions.",mushroom_Orders_v1.rtf
478,2015-04-27,17:38,Weak sun,Spring,Hotel in Mitte checks in as agreed and confirms they want to stay at 2.5 kg per week for now. You lock in that quantity for May.,mushroom_Orders_v1.rtf
479,2015-04-28,07:59,Foggy,Spring,"Bi-weekly Tuesday client says they'll be slightly early, at 18:45 instead of 19:30. You confirm you'll have the box ready and cooled.",mushroom_Orders_v1.rtf
480,2015-04-28,11:22,Grey sky,Spring,"Webshop 4-portion family order, ""relatives visiting this week, vegetarian focus."" They ask for two separate bags for easier sharing. You agree and note ""2 bags"" on the order.",mushroom_Orders_v1.rtf
481,2015-04-28,19:35,"Clear, cold",Spring,"Bistro informs you that early May they may pause one Friday due to renovation. They will confirm next week. You mark ""possible skip"" in your calendar.",mushroom_Orders_v1.rtf
482,2015-04-29,08:06,Overcast,Spring,"Reduced-frequency Wednesday customer confirms they are on this week, same smaller quantity. You prepare accordingly and keep to their usual preferences.",mushroom_Orders_v1.rtf
483,2015-04-29,12:42,Weak sun,Spring,"Webshop 2-portion order, ""mood: anxious, want something steady in the fridge."" Vegan, pickup tonight at 20:30. You confirm and package with clear labeling.",mushroom_Orders_v1.rtf
484,2015-04-29,18:43,Light rain,Spring,"Prenzlauer Berg cafe asks if from next month they can settle at 2 kg standard, with occasional 2.5 kg on special weekends. You agree and define the baseline.",mushroom_Orders_v1.rtf
485,2015-04-30,07:55,Grey clouds,Spring,"Webshop small order: 1 portion, ""end of month, low energy, need something simple."" Vegan, pickup Friday. You schedule prep for next day.",mushroom_Orders_v1.rtf
486,2015-04-30,11:29,Overcast,Spring,Hotel in Mitte confirms tomorrow's 2.5 kg and notes an internal event may require slightly more in two weeks. They'll confirm early next week. You log the potential increase.,mushroom_Orders_v1.rtf
487,2015-04-30,17:14,Weak sun,Spring,Neukölln cafe reviews April numbers and says 3.5 kg felt right most weekends. They propose keeping the same for May unless weather or bookings change significantly. You agree and close the month with that as the new default.,mushroom_Orders_v1.rtf
488,2021-01-05,09:12,Deep freeze and snow,Winter,"From: kitchen@bistro-neukoelln.de Hi, with the winter lockdown extension officially confirmed through January, we are locked into our takeaway window model. We need 10kg of your heaviest warming winter mushroom profile for our outdoor soup kitchen line. Please ensure zero-contact delivery rules are maintained at our back ramp.",mushroom_Orders_v1.rtf
489,2021-01-07,14:22,Freezing fog,Winter,"SMS from Chef Thomas (Restaurant Mitte): Hey, the new restriction update means we can't even do customer pickups past 21:00 now. We are restructuring our vacuum kit delivery times. Keep our standard Thursday B2B order at 12kg but drop it off before noon so we can pack early.",mushroom_Orders_v1.rtf
490,2021-01-08,11:05,Grey skies,Winter,"From: ordering@the-workspace-coffee.de Hello, our Friedrichshain and Kreuzberg locations are seeing massive morning queues for takeaway focus hot drinks under the new curfew rules. People are anxious and freezing outside. Please increase our weekly morning restoration blend supply to 30kg total starting next Tuesday.",mushroom_Orders_v1.rtf
491,2021-01-09,16:40,Light snow,Winter,"Order Note - Webshop: Customer Julia Voss. Request: ""Stuck in home office under full lockdown again and the winter dark is brutal. Please send a rich, grounding basket with plenty of bitter, warming herb accents to help with my low energy levels.""",mushroom_Orders_v1.rtf
492,2021-01-12,08:55,Frosty and clear,Winter,"From: purchase@cafe-flora-berlin.de Dear Mushroom House, our team is adjusting to the mandatory FFP2 mask requirement for all staff and customers at the pickup counter this week. To minimize contact time, please leave our 8kg winter supply directly in our external locked courtyard cage. Digital invoice confirmation via email is fine.",mushroom_Orders_v1.rtf
493,2021-01-14,13:12,Chilly rain,Winter,"SMS from Lena: Hi! Are you still allowed to run your courier routes with the new travel radius restrictions in Berlin? If yes, I desperately need my weekly survival box. The screen fatigue from this endless quarantine is getting unbearable.",mushroom_Orders_v1.rtf
494,2021-01-15,10:30,Overcast,Winter,"From: s.beck@posteo.net Hello, I am ordering a custom box to be left at my doorstep in Schöneberg. Feeling completely ungrounded by the constant updates regarding school closures and remote work extensions. Give me a mix that focuses entirely on deep, rustic comfort.",mushroom_Orders_v1.rtf
495,2021-01-19,15:45,Heavy snow,Winter,"Order Log #6402: B2C customer Stefan Weber. Contactless delivery instruction: ""Leave box inside the green plastic bin by the front gate."" Customer notes extreme exhaustion from corporate home office routine during the extended winter shutdown.",mushroom_Orders_v1.rtf
496,2021-01-21,09:18,Freezing fog,Winter,"SMS from Ben: Hey man, hope you are holding up with the new business support application delays. My cafe is surviving solely on morning takeaway windows. Can you add an extra 2kg of the immune-supportive herbal elements to our Thursday drop?",mushroom_Orders_v1.rtf
497,2021-01-22,12:20,Bitter cold,Winter,"From: info@hotel-am-stein.de Dear Mushroom House, our rooms remain strictly restricted to essential business travelers only under current Senate emergency orders. Our kitchen is running a skeleton shift. Please maintain our minimum 3kg weekly baseline of restorative winter profiles to keep our room service functional.",mushroom_Orders_v1.rtf
498,2021-01-26,17:02,Sleet,Winter,"Order Note - Email: Customer Michael K. ""Back in lockdown isolation after a brief family visit. Need a substantive, deeply warming mushroom basket to counter this terrible weather and the general sense of stagnation."" Zero-contact drop-off requested.",mushroom_Orders_v1.rtf
